,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,LEAGUE_ID,MIN,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,PTS,RANK_AST,RANK_BLK,RANK_DREB,RANK_EFF,RANK_FG3A,RANK_FG3M,RANK_FG3_PCT,RANK_FGA,RANK_FGM,RANK_FG_PCT,RANK_FTA,RANK_FTM,RANK_FT_PCT,RANK_MIN,RANK_OREB,RANK_PTS,RANK_REB,RANK_STL,RANK_TOV,REB,SCHOOL_NAME,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TOV,Team_ID,id,full_name,first_name,last_name,is_active
25531,7,15,68,36,8,0.222,84,33,0.393,8,7,0.875,10,8,00,233.0,14,,40,30.0,203473,81,,,,,,,,,,,,,,,,,,,,82,,2019-20,10,ATL,1610612737.0,10,,203473,Dewayne Dedmon,Dewayne,Dedmon,True
25532,22,41,189,107,22,0.206,255,102,0.4,36,30,0.833,44,18,00,774.0,60,,133,30.0,203473,256,,,,,,,,,,,,,,,,,,,,249,,2019-20,25,TOT,0.0,57,,203473,Dewayne Dedmon,Dewayne,Dedmon,True
25545,,,,,,,,,,,,,NR,NR,00,,,,,NR,203473,,366.0,64,142,258.0,234,279,,259.0,275.0,,307.0,293.0,,277.0,103,284.0,136.0,242,183,,,2019-20,,ATL,1610612737.0,,,203473,Dewayne Dedmon,Dewayne,Dedmon,True
25757,180,2,57,91,21,0.231,175,62,0.354,37,32,0.865,57,4,00,821.0,18,,78,29.0,203521,177,,,,,,,,,,,,,,,,,,,,75,,2019-20,20,CLE,1610612739.0,59,,203521,Matthew Dellavedova,Matthew,Dellavedova,True
25775,,,,,,,,,,,,,NR,NR,00,,,,,NR,203521,,79.0,405,341,303.0,254,285,,317.0,341.0,,304.0,277.0,,269.0,310,340.0,342.0,283,180,,,2019-20,,CLE,1610612739.0,,,203521,Matthew Dellavedova,Matthew,Dellavedova,True
25954,136,18,230,221,76,0.344,452,209,0.462,78,60,0.769,59,22,00,1362.0,59,,97,23.0,1628978,554,,,,,,,,,,,,,,,,,,,,289,,2019-20,80,MIL,1610612749.0,72,,1628978,Donte DiVincenzo,Donte,DiVincenzo,True
25961,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628978,,109.0,175,93,133.0,114,121,121.0,158.0,159.0,,195.0,197.0,,158.0,107,160.0,94.0,22,136,,,2019-20,,MIL,1610612749.0,,,1628978,Donte DiVincenzo,Donte,DiVincenzo,True
25979,22,12,99,2,1,0.5,137,89,0.65,37,32,0.865,44,2,00,467.0,28,,54,23.0,1627767,211,,,,,,,,,,,,,,,,,,,,127,,2019-20,10,PHX,1610612756.0,30,,1627767,Cheick Diallo,Cheick,Diallo,True
25988,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627767,,366.0,238,264,288.0,446,408,,350.0,294.0,,304.0,277.0,,341.0,229,315.0,263.0,355,303,,,2019-20,,PHX,1610612756.0,,,1627767,Cheick Diallo,Cheick,Diallo,True
25991,22,8,93,35,7,0.2,219,99,0.452,45,28,0.622,38,3,00,699.0,29,,82,21.0,1628977,233,,,,,,,,,,,,,,,,,,,,122,,2019-20,28,OKC,1610612760.0,37,,1628977,Hamidou Diallo,Hamidou,Diallo,True
25996,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628977,,366.0,293,281,314.0,336,348,,284.0,280.0,,278.0,302.0,,296.0,223,297.0,272.0,222,266,,,2019-20,,OKC,1610612760.0,,,1628977,Hamidou Diallo,Hamidou,Diallo,True
26161,58,42,183,120,46,0.383,277,124,0.448,59,47,0.797,46,17,00,778.0,73,,89,30.0,203476,341,,,,,,,,,,,,,,,,,,,,256,,2019-20,37,MIN,1610612750.0,44,,203476,Gorgui Dieng,Gorgui,Dieng,True
26162,13,14,66,22,5,0.227,66,34,0.515,24,14,0.583,12,0,00,234.0,14,,23,30.0,203476,87,,,,,,,,,,,,,,,,,,,,80,,2019-20,11,MEM,1610612763.0,11,,203476,Gorgui Dieng,Gorgui,Dieng,True
26163,71,56,249,142,51,0.359,343,158,0.461,83,61,0.735,58,17,00,1012.0,87,,112,30.0,203476,428,,,,,,,,,,,,,,,,,,,,336,,2019-20,48,TOT,0.0,55,,203476,Gorgui Dieng,Gorgui,Dieng,True
26177,,,,,,,,,,,,,NR,NR,00,,,,,NR,203476,,221.0,32,79,154.0,183,179,,200.0,210.0,,185.0,195.0,,226.0,59,205.0,73.0,113,188,,,2019-20,,MEM,1610612763.0,,,203476,Gorgui Dieng,Gorgui,Dieng,True
26274,432,21,189,400,123,0.308,1021,424,0.415,446,347,0.778,64,49,00,1994.0,32,,180,26.0,203915,1318,,,,,,,,,,,,,,,,,,,,221,,2019-20,40,BKN,1610612751.0,174,,203915,Spencer Dinwiddie,Spencer,Dinwiddie,True
26288,,,,,,,,,,,,,NR,NR,00,,,,,NR,203915,,10.0,151,142,38.0,25,52,143.0,17.0,31.0,114.0,8.0,10.0,73.0,29.0,207,19.0,161.0,151,17,,,2019-20,,BKN,1610612751.0,,,203915,Spencer Dinwiddie,Spencer,Dinwiddie,True
26568,470,10,433,491,156,0.318,1111,512,0.461,491,369,0.752,54,54,00,1799.0,69,,134,21.0,1629029,1549,,,,,,,,,,,,,,,,,,,,502,,2019-20,59,DAL,1610612742.0,227,,1629029,Luka Doncic,Luka,Doncic,True
26570,4,0,1,5,2,0.4,6,3,0.5,0,0,0.0,1,1,00,18.0,0,,0,21.0,1629029,8,,,,,,,,,,,,,,,,,,,,1,,2019-20,1,LBN,1610616834.0,0,,1629029,Luka Doncic,Luka,Doncic,True
26577,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629029,,5.0,259,12,8.0,7,20,141,13.0,13.0,61,4.0,8.0,84,67.0,84,7.0,19.0,63,6,,,2019-20,,DAL,1610612742.0,,,1629029,Luka Doncic,Luka,Doncic,True
26679,21,2,39,73,22,0.301,157,65,0.414,36,28,0.778,29,21,00,637.0,15,,78,20.0,1629652,180,,,,,,,,,,,,,,,,,,,,54,,2019-20,23,OKC,1610612760.0,15,,1629652,Luguentz Dort,Luguentz,Dort,True
26683,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629652,,374.0,405,379,358.0,275,279,,336.0,334.0,,307.0,302.0,,306.0,335,337.0,371.0,258,375,,,2019-20,,OKC,1610612760.0,,,1629652,Luguentz Dort,Luguentz,Dort,True
26686,57,4,81,163,59,0.362,290,120,0.414,33,22,0.667,48,0,00,836.0,10,,44,25.0,1628422,321,,,,,,,,,,,,,,,,,,,,91,,2019-20,23,NYK,1610612752.0,21,,1628422,Damyean Dotson,Damyean,Dotson,True
26694,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628422,,254.0,364,302,291.0,160,159,,234.0,254.0,,321.0,336.0,,266.0,368,256.0,321.0,258,342,,,2019-20,,NYK,1610612752.0,,,1628422,Damyean Dotson,Damyean,Dotson,True
26823,19,8,98,98,28,0.286,236,92,0.39,46,31,0.674,38,19,00,754.0,20,,80,19.0,1629635,243,,,,,,,,,,,,,,,,,,,,118,,2019-20,20,DET,1610612765.0,35,,1629635,Sekou Doumbouya,Sekou,Doumbouya,True
26825,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629635,,382.0,293,266,326.0,244,259,,271.0,291.0,,274.0,289.0,,284.0,295,289.0,278.0,283,282,,,2019-20,,DET,1610612765.0,,,1629635,Sekou Doumbouya,Sekou,Doumbouya,True
26855,29,5,25,28,7,0.25,91,36,0.396,11,7,0.636,21,0,00,234.0,5,,27,23.0,1628408,86,,,,,,,,,,,,,,,,,,,,30,,2019-20,7,DEN,1610612743.0,11,,1628408,PJ Dozier,PJ,Dozier,True
26862,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628408,,349.0,349,405,405.0,344,348,,373.0,382.0,,402.0,401.0,,401.0,418,388.0,413.0,384,394,,,2019-20,,DEN,1610612743.0,,,1628408,PJ Dozier,PJ,Dozier,True
26881,273,8,140,313,118,0.377,663,290,0.437,221,170,0.769,54,1,00,1531.0,26,,105,33.0,201609,868,,,,,,,,,,,,,,,,,,,,166,,2019-20,31,MIA,1610612748.0,133,,201609,Goran Dragic,Goran,Dragic,True
26900,,,,,,,,,,,,,NR,NR,00,,,,,NR,201609,,39.0,293,201,115.0,61,57,67.0,80.0,83.0,88.0,51.0,52.0,78.0,120.0,248,75.0,212.0,210,42,,,2019-20,,MIA,1610612748.0,,,201609,Goran Dragic,Goran,Dragic,True
27153,138,82,549,21,1,0.048,679,360,0.53,255,149,0.584,49,48,00,1654.0,226,,176,26.0,203083,870,,,,,,,,,,,,,,,,,,,,775,,2019-20,97,DET,1610612765.0,174,,203083,Andre Drummond,Andre,Drummond,True
27154,14,11,65,14,4,0.286,105,58,0.552,39,20,0.513,8,8,00,225.0,24,,25,26.0,203083,140,,,,,,,,,,,,,,,,,,,,89,,2019-20,12,CLE,1610612739.0,29,,203083,Andre Drummond,Andre,Drummond,True
27155,152,93,614,35,5,0.143,784,418,0.533,294,169,0.575,57,56,00,1878.0,250,,201,26.0,203083,1010,,,,,,,,,,,,,,,,,,,,864,,2019-20,109,TOT,0.0,203,,203083,Andre Drummond,Andre,Drummond,True
27172,,,,,,,,,,,,,NR,NR,00,,,,,NR,203083,,98.0,8,4,13.0,336,360,,51.0,34.0,17.0,27.0,53.0,114.0,50.0,1,52.0,2.0,2,9,,,2019-20,,CLE,1610612739.0,,,203083,Andre Drummond,Andre,Drummond,True
27323,19,3,38,34,16,0.471,50,20,0.4,2,2,1.0,40,1,00,311.0,5,,36,34.0,201162,58,,,,,,,,,,,,,,,,,,,,43,,2019-20,12,LAL,1610612747.0,6,,201162,Jared Dudley,Jared,Dudley,True
27347,,,,,,,,,,,,,NR,NR,00,,,,,NR,201162,,382.0,390,380,398.0,339,305,,410.0,411.0,,456.0,445.0,,377.0,418,410.0,390.0,337,420,,,2019-20,,LAL,1610612747.0,,,201162,Jared Dudley,Jared,Dudley,True
27725,173,17,163,112,29,0.259,342,152,0.444,54,40,0.741,51,32,00,1269.0,23,,158,25.0,1627739,373,,,,,,,,,,,,,,,,,,,,186,,2019-20,101,CHI,1610612741.0,68,,1627739,Kris Dunn,Kris,Dunn,True
27735,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627739,,86.0,181,173,188.0,225,253,,203.0,216.0,,253.0,249.0,,172.0,267,233.0,198.0,4,148,,,2019-20,,CHI,1610612741.0,,,1627739,Kris Dunn,Kris,Dunn,True
28153,22,3,37,68,21,0.309,113,37,0.327,13,11,0.846,35,0,00,316.0,6,,33,22.0,1629035,106,,,,,,,,,,,,,,,,,,,,43,,2019-20,10,BOS,1610612738.0,15,,1629035,Carsen Edwards,Carsen,Edwards,True
28159,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629035,,366.0,390,384,402.0,287,285,,361.0,377.0,,391.0,377.0,,375.0,406,374.0,390.0,355,375,,,2019-20,,BOS,1610612738.0,,,1629035,Carsen Edwards,Carsen,Edwards,True
28517,1,0,4,4,0,0.0,7,1,0.143,0,0,0.0,5,0,00,15.0,2,,1,23.0,1627740,2,,,,,,,,,,,,,,,,,,,,6,,2019-20,0,BKN,1610612751.0,0,,1627740,Henry Ellenson,Henry,Ellenson,True
28524,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627740,,476.0,461,465,488.0,425,435,,474.0,480.0,,482.0,477.0,,488.0,445,491.0,460.0,477,488,,,2019-20,,BKN,1610612751.0,,,1627740,Henry Ellenson,Henry,Ellenson,True
28539,44,4,61,143,50,0.35,174,61,0.351,13,11,0.846,36,1,00,558.0,4,,41,32.0,201961,183,,,,,,,,,,,,,,,,,,,,65,,2019-20,13,NYK,1610612752.0,18,,201961,Wayne Ellington,Wayne,Ellington,True
28559,,,,,,,,,,,,,NR,NR,00,,,,,NR,201961,,297.0,364,334,352.0,182,184,,320.0,344.0,,391.0,377.0,,321.0,425,333.0,362.0,326,356,,,2019-20,,NYK,1610612752.0,,,201961,Wayne Ellington,Wayne,Ellington,True
28977,137,58,398,161,56,0.348,701,332,0.474,382,311,0.814,44,44,00,1329.0,122,,151,25.0,203954,1031,,,,,,,,,,,,,,,,,,,,520,,2019-20,38,PHI,1610612755.0,135,,203954,Joel Embiid,Joel,Embiid,True
28984,1,0,8,2,0,0.0,13,8,0.615,8,6,0.75,1,1,00,29.0,2,,3,25.0,203954,22,,,,,,,,,,,,,,,,,,,,10,,2019-20,0,GNS,1610616833.0,2,,203954,Joel Embiid,Joel,Embiid,True
28991,,,,,,,,,,,,,NR,NR,00,,,,,NR,203954,,108.0,30,16,34.0,161,167,,69.0,60.0,46.0,12.0,12.0,52,160.0,28,48.0,17.0,168,40,,,2019-20,,PHI,1610612755.0,,,203954,Joel Embiid,Joel,Embiid,True
29195,41,14,102,106,37,0.349,226,100,0.442,61,48,0.787,49,0,00,776.0,48,,85,29.0,203516,285,,,,,,,,,,,,,,,,,,,,150,,2019-20,23,PHI,1610612755.0,31,,203516,James Ennis III,James,Ennis III,True
29196,13,6,36,33,10,0.303,68,28,0.412,17,15,0.882,12,10,00,277.0,13,,24,29.0,203516,81,,,,,,,,,,,,,,,,,,,,49,,2019-20,6,ORL,1610612753.0,12,,203516,James Ennis III,James,Ennis III,True
29197,54,20,138,139,47,0.338,294,128,0.435,78,63,0.808,61,10,00,1054.0,61,,109,29.0,203516,366,,,,,,,,,,,,,,,,,,,,199,,2019-20,29,TOT,0.0,43,,203516,James Ennis III,James,Ennis III,True
29210,,,,,,,,,,,,,NR,NR,00,,,,,NR,203516,,259.0,162,206,236.0,188,190,,232.0,246.0,,195.0,183.0,,217.0,95,235.0,184.0,220,239,,,2019-20,,ORL,1610612753.0,,,203516,James Ennis III,James,Ennis III,True
29346,5,6,27,1,1,1.0,28,21,0.75,11,8,0.727,14,3,00,130.0,8,,21,23.0,1629234,51,,,,,,,,,,,,,,,,,,,,35,,2019-20,2,SAS,1610612759.0,10,,1629234,Drew Eubanks,Drew,Eubanks,True
29349,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629234,,439.0,329,403,412.0,466,408,,432.0,408.0,,402.0,397.0,,423.0,394,416.0,402.0,435,400,,,2019-20,,SAS,1610612759.0,,,1629234,Drew Eubanks,Drew,Eubanks,True
29374,31,12,32,38,13,0.342,133,45,0.338,29,25,0.862,27,1,00,414.0,9,,41,22.0,1628980,128,,,,,,,,,,,,,,,,,,,,41,,2019-20,11,GSW,1610612744.0,25,,1628980,Jacob Evans,Jacob,Evans,True
29375,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,2,0,00,4.0,0,,0,22.0,1628980,0,,,,,,,,,,,,,,,,,,,,0,,2019-20,0,MIN,1610612750.0,0,,1628980,Jacob Evans,Jacob,Evans,True
29376,31,12,32,39,13,0.333,134,45,0.336,29,25,0.862,29,1,00,418.0,9,,41,22.0,1628980,128,,,,,,,,,,,,,,,,,,,,41,,2019-20,11,TOT,0.0,25,,1628980,Jacob Evans,Jacob,Evans,True
29385,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628980,,341.0,238,393,393.0,325,324,,351.0,366.0,,336.0,320.0,,349.0,381,360.0,394.0,348,324,,,2019-20,,MIN,1610612750.0,,,1628980,Jacob Evans,Jacob,Evans,True
29663,7,2,9,6,2,0.333,23,10,0.435,2,2,1.0,11,0,00,83.0,3,,8,24.0,203957,24,,,,,,,,,,,,,,,,,,,,12,,2019-20,1,UTA,1610612762.0,10,,203957,Dante Exum,Dante,Exum,True
29664,33,6,46,37,13,0.351,96,46,0.479,41,30,0.732,24,1,00,402.0,9,,30,24.0,203957,135,,,,,,,,,,,,,,,,,,,,55,,2019-20,12,CLE,1610612739.0,21,,203957,Dante Exum,Dante,Exum,True
29665,40,8,55,43,15,0.349,119,56,0.471,43,32,0.744,35,1,00,486.0,12,,38,24.0,203957,159,,,,,,,,,,,,,,,,,,,,67,,2019-20,13,TOT,0.0,31,,203957,Dante Exum,Dante,Exum,True
29674,,,,,,,,,,,,,NR,NR,00,,,,,NR,203957,,313.0,293,349,346.0,321,311,,358.0,351.0,,287.0,277.0,,337.0,353,349.0,356.0,326,297,,,2019-20,,CLE,1610612739.0,,,203957,Dante Exum,Dante,Exum,True
29720,0,2,11,0,0,0.0,12,9,0.75,3,1,0.333,6,0,00,24.0,0,,5,24.0,1629605,19,,,,,,,,,,,,,,,,,,,,11,,2019-20,0,BOS,1610612738.0,3,,1629605,Tacko Fall,Tacko,Fall,True
29727,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629605,,494.0,405,431,444.0,486,435,,459.0,438.0,,453.0,466.0,,476.0,474,444.0,441.0,477,437,,,2019-20,,BOS,1610612738.0,,,1629605,Tacko Fall,Tacko,Fall,True
29882,75,44,298,7,1,0.143,305,189,0.62,62,36,0.581,45,43,00,1089.0,147,,99,28.0,202324,415,,,,,,,,,,,,,,,,,,,,445,,2019-20,25,NOP,1610612740.0,51,,202324,Derrick Favors,Derrick,Favors,True
29900,,,,,,,,,,,,,NR,NR,00,,,,,NR,202324,,209.0,53,46,110.0,403,408,,225.0,175.0,,238.0,261.0,,210.0,18,214.0,24.0,242,204,,,2019-20,,NOP,1610612740.0,,,202324,Derrick Favors,Derrick,Favors,True
29978,16,2,47,2,0,0.0,54,34,0.63,23,18,0.783,22,0,00,386.0,55,,34,27.0,1626245,86,,,,,,,,,,,,,,,,,,,,102,,2019-20,10,CHI,1610612741.0,18,,1626245,Cristiano Felicio,Cristiano,Felicio,True
29986,,,,,,,,,,,,,NR,NR,00,,,,,NR,1626245,,390.0,405,362,355.0,446,435,,405.0,385.0,,359.0,352.0,,356.0,122,388.0,305.0,355,356,,,2019-20,,CHI,1610612741.0,,,1626245,Cristiano Felicio,Cristiano,Felicio,True
30099,45,16,50,155,46,0.297,199,74,0.372,19,15,0.789,50,37,00,1170.0,23,,144,21.0,1628390,209,,,,,,,,,,,,,,,,,,,,73,,2019-20,26,OKC,1610612760.0,30,,1628390,Terrance Ferguson,Terrance,Ferguson,True
30106,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628390,,294.0,191,359,330.0,170,194,,297.0,323.0,,371.0,366.0,,195.0,267,318.0,344.0,236,303,,,2019-20,,OKC,1610612760.0,,,1628390,Terrance Ferguson,Terrance,Ferguson,True
30125,49,17,131,37,5,0.135,199,103,0.518,51,29,0.569,56,13,00,713.0,67,,107,21.0,1628981,240,,,,,,,,,,,,,,,,,,,,198,,2019-20,18,ATL,1610612737.0,42,,1628981,Bruno Fernando,Bruno,Fernando,True
30130,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628981,,276.0,181,215,266.0,331,360,,297.0,272.0,,263.0,299.0,,293.0,85,291.0,187.0,299,244,,,2019-20,,ATL,1610612737.0,,,1628981,Bruno Fernando,Bruno,Fernando,True
30218,59,4,42,69,19,0.275,169,67,0.396,37,32,0.865,44,0,00,484.0,6,,31,26.0,1627812,185,,,,,,,,,,,,,,,,,,,,48,,2019-20,14,SAC,1610612758.0,25,,1627812,Yogi Ferrell,Yogi,Ferrell,True
30228,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627812,,251.0,364,371,350.0,284,297,,327.0,332.0,,304.0,277.0,,338.0,406,331.0,379.0,322,324,,,2019-20,,SAC,1610612758.0,,,1627812,Yogi Ferrell,Yogi,Ferrell,True
30480,97,37,227,265,99,0.374,457,214,0.468,97,70,0.722,64,61,00,1898.0,125,,154,26.0,1627827,597,,,,,,,,,,,,,,,,,,,,352,,2019-20,44,DAL,1610612742.0,63,,1627827,Dorian Finney-Smith,Dorian,Finney-Smith,True
30490,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627827,,168.0,75,96,111.0,88,86,75.0,156.0,148.0,,157.0,169.0,,46.0,25,143.0,63.0,130,164,,,2019-20,,DAL,1610612742.0,,,1627827,Dorian Finney-Smith,Dorian,Finney-Smith,True
30768,108,0,114,381,148,0.388,581,242,0.417,90,75,0.833,63,62,00,1579.0,12,,113,26.0,1627854,707,,,,,,,,,,,,,,,,,,,,126,,2019-20,33,SAS,1610612759.0,57,,1627854,Bryn Forbes,Bryn,Forbes,True
30777,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627854,,147.0,461,243,196.0,29,26,45.0,107.0,127.0,112.0,171.0,151.0,,112.0,353,109.0,264.0,197,183,,,2019-20,,SAS,1610612759.0,,,1627854,Bryn Forbes,Bryn,Forbes,True
31102,193,14,140,406,165,0.406,869,408,0.47,205,168,0.82,61,61,00,1931.0,17,,147,27.0,203095,1149,,,,,,,,,,,,,,,,,,,,157,,2019-20,70,ORL,1610612753.0,120,,203095,Evan Fournier,Evan,Fournier,True
31114,,,,,,,,,,,,,NR,NR,00,,,,,NR,203095,,73.0,219,201,71.0,23,15,21.0,35.0,37.0,54.0,56.0,54.0,51.0,35.0,323,31.0,228.0,36,53,,,2019-20,,ORL,1610612753.0,,,203095,Evan Fournier,Evan,Fournier,True
31183,304,23,151,153,47,0.307,692,329,0.475,306,215,0.703,45,43,00,1426.0,30,,129,22.0,1628368,920,,,,,,,,,,,,,,,,,,,,181,,2019-20,64,SAC,1610612758.0,141,,1628368,De'Aaron Fox,De'Aaron,Fox,True
31189,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628368,,33.0,136,191,79.0,173,190,,74.0,63.0,42,24.0,34.0,98,144.0,214,66.0,202.0,52,34,,,2019-20,,SAC,1610612758.0,,,1628368,De'Aaron Fox,De'Aaron,Fox,True
31406,1,0,2,8,2,0.25,11,4,0.364,6,4,0.667,8,0,00,66.0,1,,13,26.0,1626187,14,,,,,,,,,,,,,,,,,,,,3,,2019-20,2,HOU,1610612745.0,2,,1626187,Michael Frazier,Michael,Frazier,True
31412,,,,,,,,,,,,,NR,NR,00,,,,,NR,1626187,,476.0,461,480,464.0,399,396,,462.0,462.0,,428.0,429.0,,441.0,455,454.0,476.0,435,458,,,2019-20,,HOU,1610612745.0,,,1626187,Michael Frazier,Michael,Frazier,True
31424,93,4,24,30,10,0.333,94,34,0.362,24,19,0.792,27,11,00,355.0,9,,42,29.0,204025,97,,,,,,,,,,,,,,,,,,,,33,,2019-20,14,DET,1610612765.0,36,,204025,Tim Frazier,Tim,Frazier,True
31435,,,,,,,,,,,,,NR,NR,00,,,,,NR,204025,,180.0,364,409,370.0,341,331,,371.0,385.0,,356.0,346.0,,362.0,381,381.0,408.0,322,272,,,2019-20,,DET,1610612765.0,,,204025,Tim Frazier,Tim,Frazier,True
31495,1,2,3,7,4,0.571,17,6,0.353,4,2,0.5,15,0,00,51.0,1,,8,23.0,1628982,18,,,,,,,,,,,,,,,,,,,,4,,2019-20,4,ORL,1610612753.0,3,,1628982,Melvin Frazier Jr.,Melvin,Frazier Jr.,True
31504,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628982,,476.0,405,471,456.0,403,370,,449.0,448.0,,444.0,445.0,,450.0,455,448.0,472.0,414,437,,,2019-20,,ORL,1610612753.0,,,1628982,Melvin Frazier Jr.,Melvin,Frazier Jr.,True
31720,334,10,178,118,30,0.254,676,320,0.473,141,102,0.723,64,59,00,1813.0,35,,126,21.0,1628365,772,,,,,,,,,,,,,,,,,,,,213,,2019-20,83,ORL,1610612753.0,131,,1628365,Markelle Fultz,Markelle,Fultz,True
31728,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628365,,23.0,259,154,85.0,214,250,,77.0,71.0,47.0,101.0,109.0,94.0,64.0,194,93.0,168.0,19,46,,,2019-20,,ORL,1610612753.0,,,1628365,Markelle Fultz,Markelle,Fultz,True
31797,3,2,6,8,1,0.125,17,6,0.353,10,6,0.6,11,0,00,61.0,4,,7,22.0,1629117,19,,,,,,,,,,,,,,,,,,,,10,,2019-20,3,SAC,1610612758.0,5,,1629117,Wenyen Gabriel,Wenyen,Gabriel,True
31798,5,4,22,12,5,0.417,29,14,0.483,10,8,0.8,17,1,00,149.0,14,,28,22.0,1629117,41,,,,,,,,,,,,,,,,,,,,36,,2019-20,7,POR,1610612757.0,11,,1629117,Wenyen Gabriel,Wenyen,Gabriel,True
31799,8,6,28,20,6,0.3,46,20,0.435,20,14,0.7,28,1,00,211.0,18,,35,22.0,1629117,60,,,,,,,,,,,,,,,,,,,,46,,2019-20,10,TOT,0.0,16,,1629117,Wenyen Gabriel,Wenyen,Gabriel,True
31801,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629117,,417.0,329,398,409.0,362,352,,413.0,411.0,,368.0,370.0,,409.0,310,408.0,385.0,355,369,,,2019-20,,POR,1610612757.0,,,1629117,Wenyen Gabriel,Wenyen,Gabriel,True
31832,21,56,54,0,0,0.0,134,94,0.701,60,32,0.533,43,7,00,609.0,52,,98,21.0,1629655,220,,,,,,,,,,,,,,,,,,,,106,,2019-20,13,CHI,1610612741.0,29,,1629655,Daniel Gafford,Daniel,Gafford,True
31837,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629655,,374.0,32,352,281.0,486,435,,351.0,289.0,,243.0,277.0,,310.0,139,308.0,299.0,326,308,,,2019-20,,CHI,1610612741.0,,,1629655,Daniel Gafford,Daniel,Gafford,True
31959,113,4,270,403,165,0.409,749,329,0.439,264,234,0.886,55,55,00,1690.0,32,,66,31.0,201568,1057,,,,,,,,,,,,,,,,,,,,302,,2019-20,40,OKC,1610612760.0,70,,201568,Danilo Gallinari,Danilo,Gallinari,True
31975,,,,,,,,,,,,,NR,NR,00,,,,,NR,201568,,138.0,364,60,62.0,24,15,18.0,58.0,63.0,86.0,37.0,25.0,12.0,91.0,207,41.0,89.0,151,144,,,2019-20,,OKC,1610612760.0,,,201568,Danilo Gallinari,Danilo,Gallinari,True
31986,101,11,116,331,132,0.399,542,236,0.435,85,73,0.859,66,6,00,1702.0,33,,96,28.0,204038,677,,,,,,,,,,,,,,,,,,,,149,,2019-20,48,DET,1610612765.0,40,,204038,Langston Galloway,Langston,Galloway,True
32000,,,,,,,,,,,,,NR,NR,00,,,,,NR,204038,,158.0,253,239,169.0,50,41,27.0,119.0,131.0,,181.0,159.0,,87.0,204,115.0,238.0,113,253,,,2019-20,,DET,1610612765.0,,,204038,Langston Galloway,Langston,Galloway,True
32163,229,4,84,296,105,0.355,699,280,0.401,72,63,0.875,59,59,00,1824.0,27,,92,20.0,1629636,728,,,,,,,,,,,,,,,,,,,,111,,2019-20,42,CLE,1610612739.0,151,,1629636,Darius Garland,Darius,Garland,True
32167,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629636,,57.0,364,299,210.0,70,79,107,73.0,94.0,125,216.0,183.0,,60.0,237,102.0,290.0,143,30,,,2019-20,,CLE,1610612739.0,,,1629636,Darius Garland,Darius,Garland,True
32483,124,33,199,127,51,0.402,236,99,0.419,36,26,0.722,36,35,00,990.0,29,,101,35.0,201188,275,,,,,,,,,,,,,,,,,,,,228,,2019-20,28,TOR,1610612761.0,43,,201188,Marc Gasol,Marc,Gasol,True
32508,,,,,,,,,,,,,NR,NR,00,,,,,NR,201188,,123.0,83,130,226.0,200,179,,271.0,280.0,,307.0,314.0,,233.0,223,276.0,153.0,222,239,,,2019-20,,TOR,1610612761.0,,,201188,Marc Gasol,Marc,Gasol,True
32678,101,28,266,185,58,0.314,502,222,0.442,113,99,0.876,60,5,00,1287.0,56,,89,33.0,200752,601,,,,,,,,,,,,,,,,,,,,322,,2019-20,26,SAS,1610612759.0,78,,200752,Rudy Gay,Rudy,Gay,True
32700,,,,,,,,,,,,,NR,NR,00,,,,,NR,200752,,158.0,109,63,144.0,149,163,,136.0,137.0,,132.0,114.0,15.0,167.0,118,141.0,77.0,236,116,,,2019-20,,SAS,1610612759.0,,,200752,Rudy Gay,Rudy,Gay,True
